CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD456073,12/11/2020 12:45,041XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1115,28,08B,1148870,1898365,41.87704536,-87.7288593,"(41.877045361, -87.728859301)"
JD465919,12/22/2020 01:27:00 AM,010XX S CAMPBELL AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,Y,N,1135,28,08B,1159873,1895528,41.86904061,-87.68853764,"(41.869040611, -87.688537636)"
JD455786,12/11/2020 5:05,020XX W 95TH ST,460,BATTERY,SIMPLE,STREET,N,N,2221,19,08B,1164070,1841628,41.72104476,-87.67464562,"(41.721044758, -87.674645624)"
JD456655,12/11/2020 21:38,039XX W LEXINGTON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1132,24,18,1150157,1896406,41.87164467,-87.72418482,"(41.871644673, -87.724184824)"
JD455773,12/11/2020 3:34,064XX S RHODES AVE,1585,SEX OFFENSE,OTHER,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",N,N,312,20,17,1181008,1862484,41.77790356,-87.61196514,"(41.777903556, -87.611965141)"
JE189206,4/04/2021 11:30,062XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,311,20,14,1178699,1863660,41.78118346,-87.62039418,"(41.781183459, -87.620394182)"
JD455959,12/11/2020 8:30,012XX N CLARK ST,810,THEFT,OVER $500,STREET,N,N,1821,2,6,1175314,1908524,41.90437011,-87.63146007,"(41.904370109, -87.631460067)"
JD455727,12/11/2020 0:13,055XX S ABERDEEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,712,16,08B,1169930,1867953,41.79315896,-87.65241847,"(41.793158962, -87.652418468)"
JE117395,01/18/2021 06:00:00 PM,026XX W JACKSON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1125,28,11,1158785,1898595,41.87747911,-87.69244789,"(41.877479113, -87.692447889)"
JD455758,12/11/2020 2:00,073XX S PHILLIPS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,334,7,08B,1193921,1856701,41.76172759,-87.564816,"(41.761727593, -87.564815996)"
JE196146,12/30/2020 09:00:00 AM,002XX W WACKER DR,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,122,42,6,,,,,
JD457966,12/11/2020 11:00,079XX S JUSTINE ST,820,THEFT,$500 AND UNDER,STREET,N,N,612,21,6,1167378,1852304,41.75027117,-87.66222416,"(41.750271173, -87.662224163)"
JD471015,12/26/2020 01:00:00 AM,004XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,1523,37,14,1138962,1902402,41.88830913,-87.76514092,"(41.888309133, -87.765140918)"
JD456825,12/11/2020 16:00,022XX N LAVERGNE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2522,36,6,1142693,1914374,41.92109303,-87.7511408,"(41.921093034, -87.751140802)"
JE128775,2/01/2021 1:45,001XX N LATROBE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,Y,Y,1523,28,04A,1141355,1900616,41.88336431,-87.75639695,"(41.883364311, -87.756396953)"
JD457383,12/11/2020 12:00,103XX S AVENUE O,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,432,10,11,1200840,1836977,41.70743109,-87.54012399,"(41.707431094, -87.540123992)"
JD456925,12/06/2020 9:50,040XX W PATTERSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1732,45,14,1148901,1923957,41.9472717,-87.72808238,"(41.947271697, -87.728082383)"
JD458941,12/11/2020 0:00,116XX S HARVARD AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,N,522,34,08B,1176041,1827790,41.68281158,-87.63121168,"(41.682811576, -87.631211677)"
JD459639,12/06/2020 8:00,100XX S TALMAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2211,19,11,1160470,1837990,41.7111363,-87.68793164,"(41.711136297, -87.687931639)"
JD456012,12/11/2020 10:30,061XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,311,20,08B,1178651,1864340,41.78305054,-87.62054949,"(41.783050539, -87.620549493)"
JD459876,12/07/2020 23:51,122XX S HARVARD AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,523,34,5,1176163,1823769,41.67177459,-87.63088508,"(41.671774594, -87.630885083)"
JE129030,2/01/2021 9:37,107XX S CHAMPLAIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,513,9,08B,1182512,1833843,41.69927467,-87.60733725,"(41.699274673, -87.607337251)"
JD459488,12/10/2020 8:20,010XX N WOLCOTT AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1212,2,6,1163548,1906888,41.90013684,-87.67472574,"(41.900136842, -87.674725736)"
JD456490,12/11/2020 17:38,050XX W MAYPOLE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,1532,28,26,1142774,1900994,41.88437529,-87.75117681,"(41.884375293, -87.751176805)"
JD457880,12/11/2020 8:00,109XX S MILLARD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2211,19,11,1153955,1831785,41.69424013,-87.71195526,"(41.694240131, -87.711955258)"
JD459523,12/02/2020 15:26,004XX W GRANT PL,820,THEFT,$500 AND UNDER,APARTMENT,N,N,1812,43,6,1172992,1915249,41.92287565,-87.63978957,"(41.922875651, -87.639789568)"
JD394672,10/09/2020 14:30,003XX N DEARBORN ST,820,THEFT,$500 AND UNDER,SIDEWALK,N,N,1831,42,6,1175884,1902584,41.88805763,-87.62954531,"(41.888057631, -87.629545308)"
JD460143,12/10/2020 2:30,021XX N NATCHEZ AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2512,36,08B,1132732,1913621,41.91920645,-87.78775805,"(41.919206448, -87.787758048)"
JD455762,12/11/2020 2:40,049XX S ARCHER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,N,N,821,14,08B,1151005,1871530,41.80336515,-87.72172177,"(41.803365154, -87.721721771)"
JD458557,12/01/2020 0:00,030XX S MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,133,3,11,1177743,1884654,41.83881455,-87.62326312,"(41.838814549, -87.623263115)"
JD457469,12/11/2020 16:30,023XX S ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1024,22,14,1153405,1888131,41.84887326,-87.71247974,"(41.848873261, -87.712479744)"
JD459468,08/23/2020 09:00:00 AM,088XX S MUSKEGON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,423,10,11,1196544,1846948,41.73489992,-87.55552576,"(41.734899916, -87.555525763)"
JD456943,12/11/2020 22:30,018XX N KEYSTONE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,2534,35,26,1149090,1912014,41.91449539,-87.72769776,"(41.914495392, -87.727697758)"
JD456106,12/11/2020 12:10,025XX W CHICAGO AVE,810,THEFT,OVER $500,RESTAURANT,N,N,1211,26,6,1159161,1905239,41.89570313,-87.69088468,"(41.895703134, -87.690884679)"
JD472822,12/22/2020 12:01:00 AM,072XX W OLIVE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,1612,41,11,1127011,1937061,41.98362648,-87.80825051,"(41.983626483, -87.80825051)"
JD455077,12/09/2020 22:30,052XX N POTAWATOMIE AVE,810,THEFT,OVER $500,APARTMENT,N,N,1614,41,6,1117645,1933561,41.97417446,-87.84277163,"(41.974174463, -87.842771631)"
JD455961,12/09/2020 12:00,049XX N KEDZIE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1713,33,11,1154154,1932590,41.97085779,-87.70854227,"(41.970857794, -87.708542274)"
JE115963,01/18/2021 12:40:00 AM,020XX N WINCHESTER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1432,32,15,1163037,1913479,41.91823377,-87.67641724,"(41.918233765, -87.676417244)"
JD455950,12/11/2020 9:27,028XX E 91ST ST,560,ASSAULT,SIMPLE,APARTMENT,N,Y,423,10,08A,1196736,1845176,41.73003264,-87.55488109,"(41.730032638, -87.554881086)"
JD473426,12/16/2020 12:00:00 PM,062XX W 64TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,812,23,11,1135917,1861098,41.77501916,-87.77730521,"(41.775019161, -87.77730521)"
JD461506,12/03/2020 12:38,065XX N WHIPPLE ST,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2412,50,6,,,,,
JD470398,12/26/2020 10:50:00 PM,021XX E 71ST ST,460,BATTERY,SIMPLE,SIDEWALK,N,N,333,5,08B,1191917,1858282,41.76611488,-87.57210945,"(41.766114877, -87.572109448)"
JD429845,11/07/2020 14:00,061XX S ELLIS AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,N,313,20,6,,,,,
JD473757,12/24/2020 04:25:00 PM,025XX N SAWYER AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,N,1413,35,6,1154045,1916720,41.92731159,-87.70936791,"(41.92731159, -87.709367913)"
JD455892,12/11/2020 8:45,018XX N LINDER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2532,37,7,1139444,1911571,41.9134612,-87.76314702,"(41.913461196, -87.76314702)"
JD459441,11/19/2020 02:00:00 PM,068XX S MAPLEWOOD AVE,810,THEFT,OVER $500,RESIDENCE,N,N,832,17,6,1160551,1859297,41.76960441,-87.68704899,"(41.769604406, -87.687048986)"
JD459893,11/01/2020 12:00,085XX W WINNEMAC AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,1614,41,08A,1118632,1932389,41.97094279,-87.83916692,"(41.970942788, -87.839166917)"
JD458854,12/11/2020 23:00,030XX W LEXINGTON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1134,28,08B,1156228,1896546,41.87190846,-87.70189188,"(41.87190846, -87.701891882)"
JD456169,12/11/2020 10:00,012XX N SPAULDING AVE,890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1422,26,6,1154143,1907899,41.90310405,-87.70924367,"(41.903104052, -87.709243668)"
JD457022,12/11/2020 18:00,019XX W HARRISON ST,810,THEFT,OVER $500,HOSPITAL BUILDING / GROUNDS,N,N,1231,27,6,1163757,1897393,41.87407739,-87.67422595,"(41.874077392, -87.674225948)"
JD456516,12/11/2020 18:12,019XX S PULASKI RD,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1014,24,18,1150023,1890180,41.8545624,-87.72483881,"(41.854562397, -87.724838808)"
JD455790,12/11/2020 5:08,080XX S CRANDON AVE,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,HOSPITAL BUILDING / GROUNDS,N,N,414,8,04B,1192921,1852169,41.74931588,-87.56862867,"(41.749315877, -87.568628671)"
JD456688,12/11/2020 22:15,048XX W NORTH AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,2533,37,6,1143844,1910199,41.90961488,-87.74701658,"(41.909614875, -87.747016581)"
JD456226,12/11/2020 15:00,115XX S PERRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,LAKEFRONT / WATERFRONT / RIVERBANK,N,Y,522,34,08B,1177650,1828309,41.68419966,-87.62530616,"(41.684199655, -87.625306157)"
JD460106,11/09/2020 0:00,085XX S FRANCISCO AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,835,18,11,1158345,1847991,41.73862419,-87.69544253,"(41.738624185, -87.69544253)"
JD456251,12/11/2020 12:54,011XX N HOYNE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1212,32,11,1162192,1907753,41.90253893,-87.67968215,"(41.902538926, -87.67968215)"
JD442373,11/25/2020 02:00:00 AM,020XX S MICHIGAN AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,N,N,132,3,15,1177530,1890539,41.85496824,-87.62386631,"(41.854968236, -87.623866311)"
JD456266,12/11/2020 16:00,081XX S LUELLA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),N,N,414,8,11,1192604,1851403,41.74722163,-87.56981517,"(41.747221633, -87.569815171)"
JD456899,12/11/2020 21:00,037XX N NEWLAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1632,38,7,1129410,1924036,41.94784381,-87.79972556,"(41.947843813, -87.799725563)"
JD426385,11/09/2020 17:50,036XX W DIVISION ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,1112,27,01A,1151661,1907748,41.90273888,-87.71836458,"(41.902738881, -87.718364581)"
JD456788,12/11/2020 18:30,035XX W ROOSEVELT RD,460,BATTERY,SIMPLE,SIDEWALK,N,N,1021,24,08B,1153056,1894484,41.86631355,-87.71359232,"(41.866313546, -87.713592319)"
JD455960,12/11/2020 6:40,076XX S COLFAX AVE,460,BATTERY,SIMPLE,APARTMENT,N,N,421,7,08B,1194851,1854779,41.75643063,-87.56147072,"(41.756430631, -87.561470724)"
JD456502,12/11/2020 19:15,019XX W MONTEREY AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,N,Y,2212,19,20,1165742,1830843,41.69141368,-87.66882625,"(41.691413679, -87.668826246)"
JD473420,12/24/2020 09:00:00 PM,011XX S STATE ST,820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,123,4,6,1176517,1895340,41.86816541,-87.62743954,"(41.868165405, -87.62743954)"
JD459803,11/02/2020 12:51,078XX S MARYLAND AVE,810,THEFT,OVER $500,APARTMENT,N,N,624,8,6,1183263,1853117,41.75214738,-87.60398951,"(41.752147383, -87.603989513)"
JD456059,12/11/2020 11:58,035XX S PRAIRIE AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,Y,N,212,3,18,1178509,1881664,41.83059235,-87.62054334,"(41.830592354, -87.620543343)"
JD456767,12/11/2020 23:20,009XX W MADISON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1232,25,7,1170335,1900234,41.88173215,-87.64999166,"(41.881732151, -87.649991662)"
JD470149,12/26/2020 05:00:00 PM,106XX S HALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,2212,19,11,1165569,1834074,41.70028375,-87.66936843,"(41.700283751, -87.669368433)"
JD456936,12/11/2020 0:00,027XX S INDIANA AVE,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,133,4,6,1178044,1886556,41.84402694,-87.62210081,"(41.844026941, -87.622100808)"
JE189637,4/04/2021 22:04,062XX N HOYNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2413,50,08B,1161186,1941500,41.99516355,-87.68243598,"(41.995163547, -87.682435976)"
JD456560,12/11/2020 1:00,068XX S HONORE ST,460,BATTERY,SIMPLE,RESIDENCE,N,N,726,17,08B,1165198,1859306,41.76953202,-87.67001484,"(41.769532019, -87.670014841)"
JD456229,12/11/2020 13:04,075XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,612,17,6,1166987,1854622,41.75664045,-87.66359084,"(41.756640447, -87.663590843)"
JD459827,08/15/2020 12:00:00 PM,029XX N LAKEWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1933,32,11,1167117,1919816,41.9355361,-87.66124461,"(41.935536099, -87.661244613)"
JD458068,12/11/2020 17:00,049XX W WOLFRAM ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2521,31,14,1143023,1918498,41.93240355,-87.74982518,"(41.932403552, -87.749825175)"
JD456528,12/11/2020 18:00,051XX N MONTICELLO AVE,334,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,BRIDGE,N,N,1712,39,3,1151127,1933861,41.97440554,-87.71963941,"(41.974405536, -87.719639413)"
JD456699,12/11/2020 21:23,015XX W VAN BUREN ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,Y,N,1231,28,04B,1165943,1898240,41.87635529,-87.66617582,"(41.876355287, -87.666175821)"
JD455907,12/11/2020 9:18,033XX W HURON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1121,27,18,1153776,1904463,41.89368266,-87.71068334,"(41.893682661, -87.710683339)"
JD393947,10/09/2020 15:00,006XX N CLARK ST,560,ASSAULT,SIMPLE,STREET,N,N,1832,42,08A,1175432,1904246,41.89262841,-87.63115524,"(41.892628411, -87.63115524)"
JD456141,12/11/2020 13:44,015XX E 53RD ST,479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",SIDEWALK,N,N,234,4,04B,1187446,1870428,41.79955188,-87.58811115,"(41.799551883, -87.58811115)"
JD455792,12/11/2020 5:45,0000X W ROOT ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,213,3,04A,1176573,1877489,41.81917967,-87.62777234,"(41.819179665, -87.627772338)"
JD456637,12/11/2020 21:29,042XX N BROADWAY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,1915,46,14,1169163,1928434,41.95913998,-87.65347427,"(41.959139976, -87.653474266)"
JD388386,9/09/2020 23:00,046XX N RACINE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,1913,46,5,1167468,1930864,41.96584472,-87.65963552,"(41.965844716, -87.659635517)"
JD365730,9/12/2020 20:00,039XX W IRVING PARK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1723,45,14,1149489,1926294,41.95367319,-87.72586015,"(41.953673192, -87.725860147)"
JD364506,9/12/2020 2:35,022XX W 33RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,912,25,04B,1161848,1882756,41.83395201,-87.68164277,"(41.833952008, -87.681642771)"
JD348335,08/17/2020 01:00:00 PM,036XX W DOUGLAS BLVD,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1011,24,5,1152116,1893208,41.86283063,-87.71707679,"(41.862830626, -87.717076794)"
JD365083,9/12/2020 15:30,011XX S JEFFERSON ST,820,THEFT,$500 AND UNDER,RESTAURANT,N,N,124,25,6,1172495,1895190,41.8678436,-87.6422094,"(41.867843601, -87.642209396)"
JD365286,9/12/2020 19:35,091XX S COMMERCIAL AVE,560,ASSAULT,SIMPLE,CONVENIENCE STORE,N,N,423,10,08A,1197730,1845034,41.72961825,-87.55124457,"(41.729618252, -87.551244573)"
JD368728,9/11/2020 18:45,007XX N WESTERN AVE,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1221,1,6,1160274,1904808,41.89449749,-87.68680881,"(41.894497492, -87.686808805)"
JD366658,9/12/2020 23:15,024XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,1921,47,6,1159342,1926483,41.95399446,-87.68963419,"(41.953994457, -87.68963419)"
JD393848,10/09/2020 13:00,048XX S VINCENNES AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,223,3,15,1180404,1872819,41.80627762,-87.61386232,"(41.806277622, -87.61386232)"
JD365428,9/12/2020 17:00,085XX S WOLCOTT AVE,820,THEFT,$500 AND UNDER,STREET,N,N,614,21,6,1165169,1848067,41.73869122,-87.67043857,"(41.73869122, -87.670438568)"
JD364660,9/12/2020 5:00,059XX W HURON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1511,29,08B,1136679,1904035,41.89283147,-87.7734859,"(41.892831474, -87.773485904)"
JD364532,9/12/2020 2:45,024XX W BROSS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,911,25,14,1160792,1882803,41.8341029,-87.68551619,"(41.8341029, -87.685516191)"
JD369597,9/09/2020 2:00,005XX N LAKE SHORE DR,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1834,42,6,1180009,1903803,41.89130879,-87.61435961,"(41.891308785, -87.614359614)"
JD369750,09/16/2020 10:25:00 PM,066XX S CLAREMONT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,832,16,08B,1161886,1860606,41.77316885,-87.68211911,"(41.773168853, -87.682119114)"
JD373266,09/15/2020 03:00:00 PM,004XX E 112TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,531,9,14,1181138,1830790,41.6909285,-87.61246174,"(41.690928496, -87.612461738)"
JD345459,08/25/2020 05:45:00 AM,017XX N HOYNE AVE,1585,SEX OFFENSE,OTHER,RESIDENCE,N,N,1434,32,17,1162077,1911783,41.91359995,-87.67999181,"(41.913599947, -87.679991814)"
JD373377,09/16/2020 06:00:00 PM,042XX W MADISON ST,810,THEFT,OVER $500,RESTAURANT,N,N,1115,28,6,1148186,1899677,41.88065883,-87.73133698,"(41.880658831, -87.731336981)"
JD368992,09/16/2020 11:28:00 AM,076XX S ESSEX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,421,7,14,1194189,1854769,41.75641946,-87.5638971,"(41.756419464, -87.563897102)"
JD349264,08/29/2020 01:00:00 AM,005XX S PULASKI RD,870,THEFT,POCKET-PICKING,CTA TRAIN,N,N,1132,24,6,1149812,1897228,41.87390705,-87.72543009,"(41.873907046, -87.725430093)"
JD369921,09/16/2020 05:00:00 PM,132XX S LANGLEY AVE,810,THEFT,OVER $500,STREET,N,N,533,9,6,1183262,1817610,41.65471165,-87.60509347,"(41.654711652, -87.605093469)"
JD458630,12/11/2020 11:40,027XX W ARGYLE ST,810,THEFT,OVER $500,STREET,N,N,2031,40,6,1157327,1933099,41.97219043,-87.69686093,"(41.972190426, -87.696860927)"
JD362896,9/10/2020 16:09,008XX W LAKESIDE PL,340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,SIDEWALK,N,N,1914,46,3,1169784,1931757,41.96824485,-87.65109395,"(41.968244848, -87.651093954)"
JD370121,09/16/2020 04:00:00 PM,017XX W ESTES AVE,890,THEFT,FROM BUILDING,APARTMENT,N,N,2424,49,6,1163194,1947434,42.01140447,-87.67488171,"(42.011404473, -87.674881711)"
JD371892,09/16/2020 06:00:00 PM,100XX S RHODES AVE,890,THEFT,FROM BUILDING,RESIDENCE,N,N,511,9,6,1181679,1838511,41.7121035,-87.61024378,"(41.712103502, -87.610243779)"
JD369257,09/16/2020 02:40:00 PM,051XX W NORTH AVE,560,ASSAULT,SIMPLE,GAS STATION,N,N,2533,37,08A,1141672,1910146,41.9095099,-87.754997,"(41.909509901, -87.754996996)"
JD369684,09/16/2020 09:09:00 PM,112XX S EDBROOKE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,531,9,08B,1179201,1830452,41.69004524,-87.61956345,"(41.690045239, -87.619563452)"
JD369729,09/16/2020 10:00:00 PM,012XX S CANAL ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,124,25,24,1173308,1894828,41.86683225,-87.6392355,"(41.866832248, -87.639235498)"
JE223526,5/08/2021 11:31,044XX S DREXEL BLVD,460,BATTERY,SIMPLE,APARTMENT,N,N,221,4,08B,1182938,1875799,41.81439639,-87.60447592,"(41.814396386, -87.604475917)"
JD365536,9/12/2020 13:03,096XX S VANDERPOEL AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,2213,19,6,1166391,1840837,41.71882508,-87.66616671,"(41.718825084, -87.666166714)"
JD365714,9/12/2020 2:00,017XX S JEFFERSON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1235,11,08B,1172610,1891764,41.85843986,-87.64188851,"(41.858439863, -87.641888512)"
JE224366,5/08/2021 16:00,076XX S NORMAL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,621,17,7,1174286,1854258,41.75548254,-87.63685222,"(41.755482543, -87.636852221)"
JD365234,9/12/2020 16:00,069XX N ASHLAND BLVD,890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,2431,49,6,1164531,1945893,42.00714761,-87.67000627,"(42.007147614, -87.670006268)"
JD364478,9/12/2020 1:36,036XX W 27TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1032,22,14,1152324,1885810,41.84252553,-87.71650832,"(41.842525529, -87.716508323)"
JD470820,12/26/2020 07:27:00 PM,032XX N CICERO AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,N,Y,1731,30,20,1143808,1921010,41.93928202,-87.74687721,"(41.939282022, -87.746877211)"
JD455744,12/11/2020 1:00,028XX N MILWAUKEE AVE,560,ASSAULT,SIMPLE,SIDEWALK,N,N,1412,35,08A,1153217,1918448,41.93206986,-87.7123645,"(41.932069855, -87.712364501)"
JD347346,08/27/2020 02:41:00 PM,0000X W ERIE ST,820,THEFT,$500 AND UNDER,RESTAURANT,N,N,1832,42,6,1176142,1904776,41.89406678,-87.62853174,"(41.894066784, -87.628531735)"
JD365627,9/12/2020 12:00,004XX N SANGAMON ST,810,THEFT,OVER $500,STREET,N,N,1214,27,6,1170015,1903048,41.88946095,-87.65108454,"(41.889460945, -87.651084537)"
JD365249,9/12/2020 18:55,002XX E GRAND AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,6,1178222,1903964,41.89179148,-87.62091742,"(41.891791478, -87.620917415)"
JD364645,9/12/2020 8:07,024XX W 50TH ST,880,THEFT,PURSE-SNATCHING,SIDEWALK,N,N,923,14,6,1161038,1871458,41.80296577,-87.68492768,"(41.802965773, -87.68492768)"
JD364913,9/12/2020 12:45,052XX S CENTRAL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,N,N,811,14,26,1139917,1869227,41.79725465,-87.76244359,"(41.79725465, -87.762443591)"
JD364464,9/12/2020 1:29,069XX S JEFFERY BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,332,5,08B,1190746,1859253,41.76880774,-87.57637018,"(41.768807736, -87.57637018)"
